,0
3575,HOLD
3576,HOLD
3577,HOLD
3578,HOLD
3579,HOLD
3580,HOLD
3581,HOLD
3582,HOLD
3583,HOLD
3584,HOLD
3585,HOLD
3586,HOLD
3587,HOLD
3588,HOLD
3589,HOLD
3590,HOLD
3591,HOLD
3592,HOLD
3593,HOLD
3594,HOLD
3595,HOLD
3596,HOLD
3597,HOLD
3598,HOLD
3599,HOLD
3600,HOLD
3601,HOLD
3602,HOLD
3603,HOLD
3604,HOLD
3605,HOLD
3606,HOLD
3607,HOLD
3608,HOLD
3609,HOLD
3610,HOLD
3611,HOLD
3612,HOLD
3613,HOLD
3614,HOLD
3615,HOLD
3616,HOLD
3617,HOLD
3618,HOLD
3619,HOLD
3620,HOLD
3621,HOLD
3622,HOLD
3623,HOLD
3624,HOLD
3625,HOLD
3626,HOLD
3627,HOLD
3628,HOLD
3629,HOLD
3630,HOLD
3631,HOLD
3632,HOLD
3633,HOLD
3634,HOLD
3635,HOLD
3636,HOLD
3637,HOLD
3638,HOLD
3639,HOLD
3640,HOLD
3641,HOLD
3642,HOLD
3643,HOLD
3644,HOLD
3645,HOLD
3646,HOLD
3647,HOLD
3648,HOLD
3649,HOLD
3650,HOLD
3651,HOLD
3652,HOLD
3653,HOLD
3654,HOLD
3655,HOLD
3656,HOLD
3657,HOLD
3658,HOLD
3659,HOLD
3660,ORDER_SELL
3661,HOLD
3662,HOLD
3663,HOLD
3664,HOLD
3665,HOLD
3666,HOLD
3667,HOLD
3668,HOLD
3669,HOLD
3670,HOLD
3671,HOLD
3672,HOLD
3673,HOLD
3674,HOLD
3675,HOLD
3676,HOLD
3677,HOLD
3678,HOLD
3679,HOLD
3680,HOLD
3681,HOLD
3682,HOLD
3683,HOLD
3684,HOLD
3685,HOLD
3686,HOLD
3687,HOLD
3688,HOLD
3689,HOLD
3690,HOLD
3691,HOLD
3692,HOLD
3693,HOLD
3694,HOLD
3695,HOLD
3696,HOLD
3697,HOLD
3698,HOLD
3699,HOLD
3700,HOLD
3701,HOLD
3702,HOLD
3703,HOLD
3704,HOLD
3705,HOLD
3706,HOLD
3707,HOLD
3708,HOLD
3709,HOLD
3710,HOLD
3711,HOLD
3712,HOLD
3713,HOLD
3714,HOLD
3715,HOLD
3716,HOLD
3717,HOLD
3718,HOLD
3719,HOLD
3720,HOLD
3721,HOLD
3722,HOLD
3723,HOLD
3724,HOLD
3725,HOLD
3726,HOLD
3727,HOLD
3728,HOLD
3729,HOLD
3730,HOLD
3731,HOLD
3732,HOLD
3733,HOLD
3734,HOLD
3735,HOLD
3736,HOLD
3737,HOLD
3738,HOLD
3739,HOLD
3740,HOLD
3741,HOLD
3742,HOLD
3743,HOLD
3744,HOLD
3745,HOLD
3746,HOLD
3747,HOLD
3748,HOLD
3749,HOLD
3750,HOLD
3751,HOLD
3752,HOLD
3753,HOLD
3754,HOLD
3755,HOLD
3756,HOLD
3757,ORDER_BUY
3758,HOLD
3759,HOLD
3760,HOLD
3761,HOLD
3762,HOLD
3763,HOLD
3764,HOLD
3765,HOLD
3766,HOLD
3767,HOLD
3768,HOLD
3769,HOLD
3770,HOLD
3771,HOLD
3772,HOLD
3773,HOLD
3774,HOLD
3775,HOLD
3776,HOLD
3777,HOLD
3778,HOLD
3779,HOLD
3780,HOLD
3781,HOLD
3782,HOLD
3783,HOLD
3784,HOLD
3785,HOLD
3786,HOLD
3787,HOLD
3788,HOLD
3789,HOLD
3790,HOLD
3791,HOLD
3792,HOLD
3793,HOLD
3794,HOLD
3795,HOLD
3796,HOLD
3797,HOLD
3798,HOLD
3799,HOLD
3800,HOLD
3801,HOLD
3802,HOLD
3803,HOLD
3804,HOLD
3805,HOLD
3806,HOLD
3807,HOLD
3808,HOLD
3809,ORDER_SELL
3810,HOLD
3811,HOLD
3812,HOLD
3813,HOLD
3814,HOLD
3815,HOLD
3816,HOLD
3817,HOLD
3818,HOLD
3819,HOLD
3820,HOLD
3821,HOLD
3822,HOLD
3823,HOLD
3824,HOLD
3825,HOLD
3826,ORDER_BUY
3827,HOLD
3828,HOLD
3829,HOLD
3830,HOLD
3831,HOLD
3832,HOLD
3833,HOLD
3834,HOLD
3835,HOLD
3836,HOLD
3837,HOLD
3838,HOLD
3839,HOLD
3840,HOLD
3841,HOLD
3842,HOLD
3843,HOLD
3844,HOLD
3845,HOLD
3846,HOLD
3847,HOLD
3848,HOLD
3849,HOLD
3850,HOLD
3851,HOLD
3852,HOLD
3853,HOLD
3854,HOLD
3855,HOLD
3856,HOLD
3857,HOLD
3858,HOLD
3859,HOLD
3860,HOLD
3861,HOLD
3862,HOLD
3863,HOLD
3864,HOLD
3865,HOLD
3866,HOLD
3867,HOLD
3868,HOLD
3869,HOLD
3870,HOLD
3871,HOLD
3872,HOLD
3873,HOLD
3874,HOLD
3875,HOLD
3876,HOLD
3877,HOLD
3878,HOLD
3879,HOLD
3880,HOLD
3881,HOLD
3882,HOLD
3883,HOLD
3884,HOLD
3885,HOLD
3886,HOLD
3887,HOLD
3888,HOLD
3889,HOLD
3890,HOLD
3891,HOLD
3892,HOLD
3893,HOLD
3894,HOLD
3895,HOLD
3896,HOLD
3897,HOLD
3898,HOLD
3899,HOLD
3900,HOLD
3901,HOLD
3902,HOLD
3903,HOLD
3904,HOLD
3905,HOLD
3906,HOLD
3907,HOLD
3908,HOLD
3909,HOLD
3910,HOLD
3911,HOLD
3912,HOLD
3913,HOLD
3914,HOLD
3915,HOLD
3916,HOLD
3917,HOLD
3918,HOLD
3919,HOLD
3920,HOLD
3921,HOLD
3922,HOLD
3923,HOLD
3924,HOLD
3925,HOLD
3926,HOLD
3927,HOLD
3928,HOLD
3929,HOLD
3930,HOLD
3931,HOLD
3932,HOLD
3933,HOLD
3934,HOLD
3935,HOLD
3936,HOLD
3937,HOLD
3938,HOLD
3939,HOLD
3940,HOLD
3941,HOLD
3942,HOLD
3943,HOLD
3944,HOLD
3945,HOLD
3946,HOLD
3947,HOLD
3948,HOLD
3949,HOLD
3950,HOLD
3951,HOLD
3952,HOLD
3953,HOLD
3954,HOLD
3955,HOLD
3956,HOLD
3957,ORDER_SELL
3958,HOLD
3959,HOLD
3960,HOLD
3961,HOLD
3962,HOLD
3963,HOLD
3964,HOLD
3965,HOLD
3966,HOLD
3967,HOLD
3968,HOLD
3969,HOLD
3970,HOLD
3971,HOLD
3972,HOLD
3973,HOLD
3974,HOLD
3975,ORDER_BUY
3976,HOLD
3977,HOLD
3978,HOLD
3979,HOLD
3980,HOLD
3981,HOLD
3982,HOLD
3983,HOLD
3984,HOLD
3985,HOLD
3986,HOLD
3987,HOLD
3988,HOLD
3989,HOLD
3990,HOLD
3991,HOLD
3992,HOLD
3993,HOLD
3994,HOLD
3995,HOLD
3996,HOLD
3997,HOLD
3998,HOLD
3999,HOLD
4000,ORDER_SELL
4001,HOLD
4002,HOLD
4003,HOLD
4004,HOLD
4005,HOLD
4006,HOLD
4007,HOLD
4008,HOLD
4009,HOLD
4010,HOLD
4011,HOLD
4012,HOLD
4013,HOLD
4014,HOLD
4015,HOLD
4016,HOLD
4017,HOLD
4018,HOLD
4019,HOLD
4020,HOLD
4021,HOLD
4022,HOLD
4023,HOLD
4024,HOLD
4025,HOLD
4026,HOLD
4027,HOLD
4028,HOLD
4029,HOLD
4030,HOLD
4031,HOLD
4032,HOLD
4033,HOLD
4034,HOLD
4035,HOLD
4036,HOLD
4037,HOLD
4038,HOLD
4039,HOLD
4040,HOLD
4041,HOLD
4042,HOLD
4043,ORDER_BUY
4044,HOLD
4045,ORDER_SELL
4046,HOLD
4047,HOLD
4048,HOLD
4049,HOLD
4050,HOLD
4051,ORDER_BUY
4052,HOLD
4053,HOLD
4054,HOLD
4055,HOLD
4056,HOLD
4057,HOLD
4058,HOLD
4059,HOLD
4060,HOLD
4061,HOLD
4062,HOLD
4063,HOLD
4064,HOLD
4065,HOLD
4066,HOLD
4067,HOLD
4068,HOLD
4069,ORDER_SELL
4070,HOLD
4071,HOLD
4072,HOLD
4073,HOLD
4074,HOLD
4075,HOLD
4076,HOLD
4077,HOLD
4078,HOLD
4079,HOLD
4080,HOLD
4081,HOLD
4082,HOLD
4083,HOLD
4084,HOLD
4085,HOLD
4086,HOLD
4087,HOLD
4088,HOLD
4089,HOLD
4090,HOLD
4091,HOLD
4092,HOLD
4093,HOLD
4094,HOLD
4095,HOLD
4096,HOLD
4097,HOLD
4098,HOLD
4099,HOLD
4100,HOLD
4101,HOLD
4102,HOLD
4103,HOLD
4104,HOLD
4105,HOLD
4106,HOLD
4107,HOLD
4108,HOLD
4109,HOLD
4110,HOLD
4111,HOLD
4112,HOLD
4113,HOLD
4114,HOLD
4115,HOLD
4116,HOLD
4117,HOLD
4118,HOLD
4119,HOLD
4120,HOLD
4121,HOLD
4122,HOLD
4123,HOLD
4124,HOLD
4125,HOLD
4126,HOLD
4127,HOLD
4128,HOLD
4129,HOLD
4130,HOLD
4131,HOLD
4132,HOLD
4133,HOLD
4134,HOLD
4135,HOLD
4136,HOLD
4137,HOLD
4138,HOLD
4139,HOLD
4140,HOLD
4141,HOLD
4142,HOLD
4143,HOLD
4144,HOLD
4145,HOLD
4146,HOLD
4147,HOLD
4148,HOLD
4149,HOLD
4150,HOLD
4151,HOLD
4152,HOLD
4153,ORDER_BUY
4154,ORDER_SELL
4155,HOLD
4156,HOLD
4157,HOLD
4158,HOLD
4159,HOLD
4160,HOLD
4161,HOLD
4162,HOLD
4163,HOLD
4164,ORDER_BUY
4165,HOLD
4166,HOLD
4167,HOLD
4168,HOLD
4169,HOLD
4170,HOLD
4171,HOLD
4172,HOLD
4173,HOLD
4174,HOLD
4175,HOLD
4176,HOLD
4177,HOLD
4178,HOLD
4179,HOLD
4180,HOLD
4181,HOLD
4182,HOLD
4183,HOLD
4184,HOLD
4185,HOLD
4186,HOLD
4187,HOLD
4188,HOLD
4189,HOLD
4190,HOLD
4191,ORDER_SELL
4192,HOLD
4193,HOLD
4194,HOLD
4195,HOLD
4196,HOLD
4197,HOLD
4198,HOLD
4199,HOLD
4200,HOLD
4201,HOLD
4202,HOLD
4203,HOLD
4204,HOLD
4205,HOLD
4206,HOLD
4207,HOLD
4208,HOLD
4209,HOLD
4210,HOLD
4211,HOLD
4212,HOLD
4213,HOLD
4214,HOLD
4215,HOLD
4216,HOLD
4217,HOLD
4218,HOLD
4219,HOLD
4220,HOLD
4221,HOLD
4222,HOLD
4223,HOLD
4224,HOLD
4225,HOLD
4226,HOLD
4227,HOLD
4228,HOLD
4229,HOLD
4230,HOLD
4231,HOLD
4232,HOLD
4233,HOLD
4234,HOLD
4235,ORDER_BUY
4236,HOLD
4237,HOLD
4238,HOLD
4239,HOLD
4240,HOLD
4241,HOLD
4242,HOLD
4243,HOLD
4244,HOLD
4245,HOLD
4246,HOLD
4247,HOLD
4248,HOLD
4249,HOLD
4250,HOLD
4251,HOLD
4252,HOLD
4253,HOLD
4254,HOLD
4255,HOLD
4256,HOLD
4257,HOLD
4258,HOLD
4259,HOLD
4260,HOLD
4261,HOLD
4262,HOLD
4263,HOLD
4264,HOLD
4265,HOLD
4266,HOLD
4267,HOLD
4268,HOLD
4269,HOLD
4270,HOLD
4271,HOLD
4272,HOLD
4273,HOLD
4274,HOLD
4275,HOLD
4276,HOLD
4277,HOLD
4278,HOLD
4279,HOLD
4280,HOLD
4281,HOLD
4282,HOLD
4283,HOLD
4284,HOLD
4285,HOLD
4286,HOLD
4287,HOLD
4288,HOLD
4289,HOLD
4290,HOLD
4291,HOLD
4292,HOLD
4293,HOLD
4294,HOLD
4295,HOLD
4296,HOLD
4297,HOLD
4298,HOLD
4299,HOLD
4300,HOLD
4301,HOLD
4302,HOLD
4303,HOLD
4304,HOLD
4305,HOLD
4306,HOLD
4307,ORDER_SELL
4308,HOLD
4309,HOLD
4310,HOLD
4311,HOLD
4312,HOLD
4313,HOLD
4314,HOLD
4315,HOLD
4316,HOLD
4317,HOLD
4318,HOLD
4319,HOLD
4320,HOLD
4321,HOLD
4322,HOLD
4323,HOLD
4324,HOLD
4325,HOLD
4326,HOLD
4327,HOLD
4328,HOLD
4329,HOLD
4330,HOLD
4331,HOLD
4332,HOLD
4333,HOLD
4334,HOLD
4335,HOLD
4336,HOLD
4337,HOLD
4338,HOLD
4339,HOLD
4340,HOLD
4341,HOLD
4342,HOLD
4343,HOLD
4344,HOLD
4345,HOLD
4346,HOLD
4347,HOLD
4348,HOLD
4349,HOLD
4350,HOLD
4351,HOLD
4352,HOLD
4353,HOLD
4354,HOLD
4355,HOLD
4356,HOLD
4357,HOLD
4358,HOLD
4359,HOLD
4360,HOLD
4361,HOLD
4362,HOLD
4363,HOLD
4364,HOLD
4365,HOLD
4366,HOLD
4367,HOLD
4368,HOLD
4369,HOLD
4370,HOLD
4371,HOLD
4372,HOLD
4373,HOLD
4374,HOLD
4375,HOLD
4376,HOLD
4377,HOLD
4378,HOLD
4379,HOLD
4380,HOLD
4381,ORDER_BUY
4382,HOLD
4383,HOLD
4384,HOLD
4385,HOLD
4386,HOLD
4387,HOLD
4388,HOLD
4389,HOLD
4390,HOLD
4391,HOLD
4392,HOLD
4393,HOLD
4394,HOLD
4395,HOLD
4396,HOLD
4397,HOLD
4398,HOLD
4399,HOLD
4400,HOLD
4401,HOLD
4402,HOLD
4403,HOLD
4404,HOLD
4405,HOLD
4406,HOLD
4407,HOLD
4408,HOLD
4409,HOLD
4410,HOLD
4411,HOLD
4412,HOLD
4413,HOLD
4414,HOLD
4415,HOLD
4416,HOLD
4417,HOLD
4418,HOLD
4419,HOLD
4420,ORDER_SELL
4421,HOLD
4422,HOLD
4423,HOLD
4424,HOLD
4425,HOLD
4426,HOLD
4427,HOLD
4428,HOLD
4429,HOLD
4430,HOLD
4431,HOLD
4432,HOLD
4433,HOLD
4434,HOLD
4435,HOLD
4436,HOLD
4437,HOLD
4438,HOLD
4439,HOLD
4440,HOLD
4441,HOLD
4442,HOLD
4443,HOLD
4444,HOLD
4445,HOLD
4446,HOLD
4447,HOLD
4448,HOLD
4449,HOLD
4450,HOLD
4451,HOLD
4452,HOLD
4453,HOLD
4454,HOLD
4455,HOLD
4456,HOLD
4457,HOLD
4458,HOLD
4459,HOLD
4460,HOLD
4461,HOLD
4462,HOLD
4463,HOLD
4464,HOLD
4465,HOLD
4466,HOLD
4467,HOLD
4468,HOLD
4469,ORDER_BUY
4470,HOLD
4471,HOLD
4472,HOLD
4473,HOLD
4474,HOLD
4475,HOLD
4476,ORDER_SELL
4477,HOLD
4478,HOLD
4479,HOLD
4480,HOLD
4481,HOLD
4482,HOLD
4483,HOLD
4484,HOLD
4485,HOLD
4486,HOLD
4487,HOLD
4488,HOLD
4489,HOLD
4490,HOLD
4491,HOLD
4492,HOLD
4493,HOLD
4494,HOLD
4495,HOLD
4496,HOLD
4497,HOLD
4498,HOLD
4499,HOLD
4500,HOLD
4501,HOLD
4502,HOLD
4503,HOLD
4504,HOLD
4505,ORDER_BUY
4506,HOLD
4507,HOLD
4508,HOLD
4509,HOLD
4510,HOLD
4511,HOLD
4512,HOLD
4513,HOLD
4514,HOLD
4515,HOLD
4516,HOLD
4517,HOLD
4518,HOLD
4519,HOLD
4520,HOLD
4521,HOLD
4522,HOLD
4523,HOLD
4524,HOLD
4525,HOLD
4526,HOLD
4527,HOLD
4528,HOLD
4529,HOLD
4530,HOLD
4531,HOLD
4532,HOLD
4533,HOLD
4534,HOLD
4535,HOLD
4536,HOLD
4537,HOLD
4538,HOLD
4539,HOLD
4540,HOLD
4541,HOLD
4542,HOLD
4543,HOLD
4544,HOLD
4545,HOLD
4546,HOLD
4547,HOLD
4548,HOLD
4549,HOLD
4550,HOLD
4551,HOLD
4552,HOLD
4553,HOLD
4554,HOLD
4555,HOLD
4556,HOLD
4557,HOLD
4558,HOLD
4559,HOLD
4560,HOLD
4561,HOLD
4562,HOLD
4563,HOLD
4564,HOLD
4565,HOLD
4566,HOLD
4567,HOLD
4568,HOLD
4569,HOLD
4570,HOLD
4571,HOLD
4572,HOLD
4573,HOLD
4574,HOLD
4575,HOLD
4576,HOLD
4577,HOLD
4578,HOLD
4579,HOLD
4580,HOLD
4581,HOLD
4582,HOLD
4583,HOLD
4584,HOLD
4585,HOLD
4586,HOLD
4587,HOLD
4588,HOLD
4589,HOLD
4590,HOLD
4591,HOLD
4592,HOLD
4593,HOLD
4594,ORDER_SELL
4595,HOLD
4596,HOLD
4597,HOLD
4598,HOLD
4599,HOLD
4600,HOLD
4601,HOLD
4602,HOLD
4603,HOLD
4604,HOLD
4605,HOLD
4606,HOLD
4607,HOLD
4608,HOLD
4609,HOLD
4610,HOLD
4611,HOLD
4612,HOLD
4613,HOLD
4614,HOLD
4615,HOLD
4616,HOLD
4617,HOLD
4618,HOLD
4619,HOLD
4620,HOLD
4621,HOLD
4622,HOLD
4623,HOLD
4624,HOLD
4625,HOLD
4626,HOLD
4627,HOLD
4628,HOLD
4629,HOLD
4630,HOLD
4631,ORDER_BUY
4632,HOLD
4633,HOLD
4634,HOLD
4635,HOLD
4636,HOLD
4637,HOLD
4638,HOLD
4639,HOLD
4640,HOLD
4641,HOLD
4642,ORDER_SELL
4643,HOLD
4644,ORDER_BUY
4645,HOLD
4646,HOLD
4647,HOLD
4648,HOLD
4649,ORDER_SELL
4650,ORDER_BUY
4651,ORDER_SELL
4652,ORDER_BUY
4653,HOLD
4654,ORDER_SELL
4655,HOLD
4656,HOLD
4657,HOLD
4658,HOLD
4659,HOLD
4660,HOLD
4661,HOLD
4662,HOLD
4663,HOLD
4664,HOLD
4665,HOLD
4666,HOLD
4667,HOLD
4668,HOLD
4669,HOLD
4670,HOLD
4671,ORDER_BUY
4672,HOLD
4673,HOLD
4674,HOLD
4675,HOLD
4676,HOLD
4677,HOLD
4678,HOLD
4679,HOLD
4680,HOLD
4681,HOLD
4682,HOLD
4683,HOLD
4684,HOLD
4685,HOLD
4686,HOLD
4687,HOLD
4688,HOLD
4689,HOLD
4690,HOLD
4691,HOLD
4692,HOLD
4693,HOLD
4694,HOLD
4695,HOLD
4696,ORDER_SELL
4697,HOLD
4698,HOLD
4699,HOLD
4700,HOLD
4701,HOLD
4702,HOLD
4703,HOLD
4704,HOLD
4705,HOLD
4706,HOLD
4707,HOLD
4708,HOLD
4709,HOLD
4710,HOLD
4711,HOLD
4712,HOLD
4713,HOLD
4714,HOLD
4715,HOLD
4716,HOLD
4717,HOLD
4718,HOLD
4719,HOLD
4720,HOLD
4721,HOLD
4722,HOLD
4723,HOLD
4724,HOLD
4725,HOLD
4726,ORDER_BUY
4727,HOLD
4728,HOLD
4729,HOLD
4730,HOLD
4731,HOLD
4732,HOLD
4733,HOLD
4734,HOLD
4735,HOLD
4736,HOLD
4737,HOLD
4738,HOLD
4739,HOLD
4740,HOLD
4741,HOLD
4742,HOLD
4743,HOLD
4744,HOLD
4745,HOLD
4746,HOLD
4747,HOLD
4748,HOLD
4749,HOLD
4750,ORDER_SELL
4751,HOLD
4752,HOLD
4753,HOLD
4754,HOLD
4755,HOLD
4756,HOLD
4757,HOLD
4758,HOLD
4759,HOLD
4760,HOLD
4761,HOLD
4762,HOLD
4763,HOLD
4764,HOLD
4765,HOLD
4766,HOLD
4767,HOLD
4768,HOLD
4769,HOLD
4770,HOLD
4771,HOLD
4772,HOLD
4773,HOLD
4774,HOLD
4775,HOLD
4776,HOLD
4777,HOLD
4778,HOLD
4779,HOLD
4780,HOLD
4781,HOLD
4782,HOLD
4783,HOLD
4784,HOLD
4785,HOLD
4786,HOLD
4787,HOLD
4788,HOLD
4789,HOLD
4790,HOLD
4791,HOLD
4792,ORDER_BUY
4793,HOLD
4794,HOLD
4795,HOLD
4796,HOLD
4797,HOLD
4798,HOLD
4799,HOLD
4800,HOLD
4801,HOLD
4802,HOLD
4803,HOLD
4804,HOLD
4805,HOLD
4806,HOLD
4807,HOLD
4808,HOLD
4809,HOLD
4810,HOLD
4811,ORDER_SELL
4812,HOLD
4813,HOLD
4814,HOLD
4815,HOLD
4816,HOLD
4817,HOLD
4818,HOLD
4819,HOLD
4820,HOLD
4821,HOLD
4822,HOLD
4823,HOLD
4824,HOLD
4825,HOLD
4826,HOLD
4827,HOLD
4828,HOLD
4829,HOLD
4830,HOLD
4831,HOLD
4832,HOLD
4833,HOLD
4834,HOLD
4835,HOLD
4836,HOLD
4837,HOLD
4838,HOLD
4839,HOLD
4840,HOLD
4841,HOLD
4842,HOLD
4843,HOLD
4844,HOLD
4845,HOLD
4846,HOLD
4847,HOLD
4848,HOLD
4849,HOLD
4850,HOLD
4851,HOLD
4852,HOLD
4853,HOLD
4854,HOLD
4855,HOLD
4856,HOLD
4857,HOLD
4858,HOLD
4859,HOLD
4860,HOLD
4861,HOLD
4862,HOLD
4863,HOLD
4864,HOLD
4865,HOLD
4866,HOLD
4867,HOLD
4868,HOLD
4869,HOLD
4870,HOLD
4871,HOLD
4872,HOLD
4873,HOLD
4874,HOLD
4875,HOLD
4876,HOLD
4877,HOLD
4878,HOLD
4879,HOLD
4880,HOLD
4881,HOLD
4882,HOLD
4883,HOLD
4884,HOLD
4885,HOLD
4886,HOLD
4887,ORDER_BUY
4888,HOLD
4889,HOLD
4890,HOLD
4891,HOLD
4892,HOLD
4893,HOLD
4894,HOLD
4895,HOLD
4896,HOLD
4897,HOLD
4898,HOLD
4899,ORDER_SELL
4900,HOLD
4901,HOLD
4902,HOLD
4903,HOLD
4904,HOLD
4905,HOLD
4906,HOLD
4907,HOLD
4908,HOLD
4909,HOLD
4910,HOLD
4911,HOLD
4912,HOLD
4913,HOLD
4914,HOLD
4915,HOLD
4916,HOLD
4917,HOLD
4918,HOLD
4919,HOLD
4920,HOLD
4921,HOLD
4922,HOLD
4923,HOLD
4924,HOLD
4925,HOLD
4926,HOLD
4927,HOLD
4928,HOLD
4929,HOLD
4930,HOLD
4931,HOLD
4932,HOLD
4933,HOLD
4934,HOLD
4935,HOLD
4936,HOLD
4937,HOLD
4938,HOLD
4939,ORDER_BUY
4940,HOLD
4941,HOLD
4942,HOLD
4943,HOLD
4944,HOLD
4945,HOLD
4946,HOLD
4947,HOLD
4948,HOLD
4949,HOLD
4950,HOLD
4951,HOLD
4952,HOLD
4953,HOLD
4954,ORDER_SELL
4955,HOLD
4956,HOLD
4957,HOLD
4958,HOLD
4959,HOLD
4960,HOLD
4961,HOLD
4962,HOLD
4963,HOLD
4964,HOLD
4965,HOLD
4966,HOLD
4967,HOLD
4968,HOLD
4969,HOLD
4970,HOLD
4971,HOLD
4972,HOLD
4973,HOLD
4974,HOLD
4975,HOLD
4976,HOLD
4977,HOLD
4978,HOLD
4979,HOLD
4980,HOLD
4981,HOLD
4982,HOLD
4983,HOLD
4984,HOLD
4985,HOLD
4986,HOLD
4987,HOLD
4988,HOLD
4989,HOLD
4990,HOLD
4991,HOLD
4992,HOLD
4993,HOLD
4994,HOLD
4995,HOLD
4996,HOLD
4997,HOLD
4998,HOLD
4999,HOLD
5000,HOLD
5001,HOLD
5002,HOLD
5003,HOLD
5004,HOLD
5005,HOLD
5006,HOLD
5007,HOLD
5008,HOLD
5009,HOLD
5010,HOLD
5011,HOLD
5012,HOLD
5013,HOLD
5014,HOLD
5015,HOLD
5016,HOLD
5017,HOLD
5018,HOLD
5019,HOLD
5020,HOLD
5021,HOLD
5022,HOLD
5023,HOLD
5024,HOLD
5025,HOLD
5026,HOLD
5027,HOLD
5028,HOLD
5029,HOLD
5030,HOLD
5031,HOLD
5032,HOLD
5033,HOLD
5034,HOLD
5035,HOLD
5036,HOLD
5037,HOLD
5038,HOLD
5039,HOLD
5040,HOLD
5041,HOLD
5042,HOLD
5043,HOLD
5044,HOLD
5045,HOLD
5046,HOLD
5047,HOLD
5048,HOLD
5049,HOLD
5050,HOLD
5051,HOLD
5052,HOLD
5053,HOLD
5054,HOLD
5055,HOLD
5056,HOLD
5057,HOLD
5058,HOLD
5059,HOLD
5060,HOLD
5061,HOLD
5062,HOLD
5063,HOLD
5064,HOLD
5065,HOLD
5066,HOLD
5067,HOLD
5068,HOLD
5069,HOLD
5070,HOLD
5071,HOLD
5072,HOLD
5073,HOLD
5074,HOLD
5075,HOLD
5076,HOLD
5077,HOLD
5078,HOLD
5079,HOLD
5080,ORDER_BUY
5081,HOLD
5082,HOLD
5083,HOLD
5084,HOLD
5085,HOLD
5086,HOLD
5087,HOLD
5088,HOLD
5089,HOLD
5090,HOLD
5091,HOLD
5092,HOLD
5093,HOLD
5094,HOLD
5095,HOLD
5096,HOLD
5097,HOLD
5098,HOLD
5099,HOLD
5100,HOLD
5101,HOLD
5102,HOLD
5103,HOLD
5104,HOLD
5105,HOLD
5106,HOLD
5107,HOLD
5108,HOLD
5109,HOLD
5110,HOLD
5111,HOLD
5112,HOLD
5113,HOLD
5114,HOLD
5115,HOLD
5116,HOLD
5117,HOLD
5118,HOLD
5119,HOLD
5120,HOLD
5121,HOLD
5122,HOLD
5123,HOLD
5124,HOLD
5125,HOLD
5126,HOLD
5127,HOLD
5128,HOLD
5129,ORDER_SELL
5130,HOLD
5131,HOLD
5132,HOLD
5133,HOLD
5134,HOLD
5135,HOLD
5136,HOLD
5137,HOLD
5138,HOLD
5139,ORDER_BUY
5140,HOLD
5141,HOLD
5142,HOLD
5143,HOLD
5144,HOLD
5145,HOLD
5146,HOLD
5147,HOLD
5148,HOLD
5149,HOLD
5150,HOLD
5151,HOLD
5152,HOLD
5153,HOLD
5154,HOLD
5155,HOLD
5156,HOLD
5157,HOLD
5158,HOLD
5159,HOLD
5160,HOLD
5161,HOLD
5162,HOLD
5163,HOLD
5164,HOLD
5165,HOLD
5166,HOLD
5167,HOLD
5168,HOLD
5169,HOLD
5170,HOLD
5171,HOLD
5172,HOLD
5173,HOLD
5174,HOLD
5175,HOLD
5176,HOLD
5177,HOLD
5178,HOLD
5179,HOLD
5180,HOLD
5181,HOLD
5182,HOLD
5183,HOLD
5184,HOLD
5185,HOLD
5186,HOLD
5187,HOLD
5188,HOLD
5189,HOLD
5190,HOLD
5191,HOLD
5192,HOLD
5193,HOLD
5194,HOLD
5195,HOLD
5196,HOLD
5197,HOLD
5198,HOLD
5199,HOLD
5200,HOLD
5201,HOLD
5202,HOLD
5203,HOLD
5204,HOLD
5205,HOLD
5206,HOLD
5207,HOLD
5208,HOLD
5209,HOLD
5210,HOLD
5211,HOLD
5212,HOLD
5213,HOLD
5214,HOLD
5215,HOLD
5216,HOLD
5217,HOLD
5218,HOLD
5219,HOLD
5220,HOLD
5221,HOLD
5222,HOLD
5223,HOLD
5224,HOLD
5225,HOLD
5226,HOLD
5227,HOLD
5228,HOLD
5229,HOLD
5230,HOLD
5231,HOLD
5232,HOLD
5233,HOLD
5234,HOLD
5235,HOLD
5236,HOLD
5237,HOLD
5238,HOLD
5239,HOLD
5240,HOLD
5241,HOLD
5242,HOLD
5243,HOLD
5244,HOLD
5245,HOLD
5246,HOLD
5247,HOLD
5248,HOLD
5249,HOLD
5250,HOLD
5251,HOLD
5252,HOLD
5253,HOLD
5254,HOLD
5255,HOLD
5256,HOLD
5257,HOLD
5258,HOLD
5259,HOLD
5260,HOLD
5261,HOLD
5262,HOLD
5263,HOLD
5264,HOLD
5265,HOLD
5266,HOLD
5267,HOLD
5268,HOLD
5269,HOLD
5270,HOLD
5271,HOLD
5272,HOLD
5273,HOLD
5274,HOLD
5275,HOLD
5276,HOLD
5277,HOLD
5278,ORDER_SELL
5279,HOLD
5280,HOLD
5281,HOLD
5282,HOLD
5283,HOLD
5284,HOLD
5285,HOLD
5286,HOLD
5287,HOLD
5288,HOLD
5289,HOLD
5290,HOLD
5291,HOLD
5292,HOLD
5293,HOLD
5294,HOLD
5295,HOLD
5296,HOLD
5297,HOLD
5298,HOLD
5299,HOLD
5300,HOLD
5301,HOLD
